2026-08-21T04:53:33.584Z	4f032f2a10c9	fortura-BO88518	12	6	ok	feed		gid://shopify/InventoryItem/55324470968705	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-CK9974	45	43	ok	feed		gid://shopify/InventoryItem/55324517695873	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-41650	2	1	ok	feed		gid://shopify/InventoryItem/55324883026305	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-49543	10	9	ok	feed		gid://shopify/InventoryItem/55324883681665	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-49546	3	2	ok	feed		gid://shopify/InventoryItem/55324884992385	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-58029	3	2	ok	feed		gid://shopify/InventoryItem/55324885287297	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90032-6	10	9	ok	feed		gid://shopify/InventoryItem/55324886729089	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-900100	44	43	ok	feed		gid://shopify/InventoryItem/55324887024001	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-901079	27	26	ok	feed		gid://shopify/InventoryItem/55324887056769	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90149-5	6	5	ok	feed		gid://shopify/InventoryItem/55324888138113	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90259-2	12	10	ok	feed		gid://shopify/InventoryItem/55324889874817	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-901657	8	7	ok	feed		gid://shopify/InventoryItem/55324890038657	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-58112	11	10	ok	feed		gid://shopify/InventoryItem/55324890071425	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90253-6	35	33	ok	feed		gid://shopify/InventoryItem/55324890300801	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90253-7	27	25	ok	feed		gid://shopify/InventoryItem/55324890333569	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-904460	12	11	ok	feed		gid://shopify/InventoryItem/55324890530177	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90446-5	21	20	ok	feed		gid://shopify/InventoryItem/55324890562945	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90446-6	17	16	ok	feed		gid://shopify/InventoryItem/55324890595713	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90446-7	22	21	ok	feed		gid://shopify/InventoryItem/55324890628481	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90446-8	18	17	ok	feed		gid://shopify/InventoryItem/55324890661249	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90256-3	8	7	ok	feed		gid://shopify/InventoryItem/55324890726785	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90259-6	17	16	ok	feed		gid://shopify/InventoryItem/55324890956161	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90259-7	8	6	ok	feed		gid://shopify/InventoryItem/55324890988929	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90259-8	16	17	ok	feed		gid://shopify/InventoryItem/55324891021697	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-58150	5	4	ok	feed		gid://shopify/InventoryItem/55324891218305	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90262-6	31	30	ok	feed		gid://shopify/InventoryItem/55324891382145	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-900099	52	50	ok	feed		gid://shopify/InventoryItem/55324891971969	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90744-6	21	20	ok	feed		gid://shopify/InventoryItem/55324892332417	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90744-7	92	90	ok	feed		gid://shopify/InventoryItem/55324892365185	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90744-8	84	82	ok	feed		gid://shopify/InventoryItem/55324892397953	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90744-9	42	41	ok	feed		gid://shopify/InventoryItem/55324892430721	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-903444	41	39	ok	feed		gid://shopify/InventoryItem/55324892496257	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90391-5	29	28	ok	feed		gid://shopify/InventoryItem/55324892758401	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90190-6	8	7	ok	feed		gid://shopify/InventoryItem/55324893610369	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90195-2	5	4	ok	feed		gid://shopify/InventoryItem/55324893970817	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90598-4	2	1	ok	feed		gid://shopify/InventoryItem/55324894134657	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90935-3	4	3	ok	feed		gid://shopify/InventoryItem/55324894593409	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-909675	4	3	ok	feed		gid://shopify/InventoryItem/55324895576449	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90328-9	5	4	ok	feed		gid://shopify/InventoryItem/55324895641985	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90986-2	22	17	ok	feed		gid://shopify/InventoryItem/55324895773057	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90986-3	5	3	ok	feed		gid://shopify/InventoryItem/55324895805825	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-905847	59	57	ok	feed		gid://shopify/InventoryItem/55324896199041	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-909926	3	2	ok	feed		gid://shopify/InventoryItem/55324896231809	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-91025-1	5	3	ok	feed		gid://shopify/InventoryItem/55324897116545	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-909130	10	8	ok	feed		gid://shopify/InventoryItem/55324897247617	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90925-2	7	6	ok	feed		gid://shopify/InventoryItem/55324897411457	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90744-3	37	36	ok	feed		gid://shopify/InventoryItem/55324898951553	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-910334	69	58	ok	feed		gid://shopify/InventoryItem/55324899115393	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90940-3	4	3	ok	feed		gid://shopify/InventoryItem/55324899377537	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-91058-1	10	8	ok	feed		gid://shopify/InventoryItem/55324899803521	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90795-2	16	15	ok	feed		gid://shopify/InventoryItem/55324900000129	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-907950	10	7	ok	feed		gid://shopify/InventoryItem/55324900098433	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-909674	44	43	ok	feed		gid://shopify/InventoryItem/55324900229505	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-911094	4	3	ok	feed		gid://shopify/InventoryItem/55324901147009	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-90882-6	19	18	ok	feed		gid://shopify/InventoryItem/55324902064513	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-91187-3	16	13	ok	feed		gid://shopify/InventoryItem/55324902195585	ACTIVE
2026-08-21T04:53:33.585Z	4f032f2a10c9	fortura-910324	30	28	ok	feed		gid://shopify/InventoryItem/55324902523265	ACTIVE
